sr,isin,is_equity,nse_symbol,bse_code,bse_ticker,company_name,listed_on,segment,nse_series,bse_group,bse_status
226,INE273F01022,Y,,539115,ALANSCOTT,ALAN SCOTT ENTERPRISES LIMITED,BSE only,BSE Equity,,XT,Active
227,INE155C01010,Y,ALBERTDAVD,524075,ALBERTDAVD,Albert David Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
228,INE448V01019,Y,ALCODIS,,,Alcokraft Distilleries Limited,NSE only,NSE SME (Emerge),SM,,
229,INE426A01027,Y,ALEMBICLTD,506235,ALEMBICLTD,Alembic Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
230,INE191N01012,Y,,511463,ALEXANDER,Alexander Stamps And Coin Limited,BSE only,BSE Equity,,X,Active
231,INE042C01010,Y,,530973,ALFAICA,Alfa Ica (India) Ltd,BSE only,BSE Equity,,X,Active
232,INE209C01015,Y,,517546,ALFATRAN,Alfa Transformers ltd.,BSE only,BSE Equity,,X,Active
233,INE883B01027,Y,,531156,ALFAVIO,Alfavision Overseas (India) Ltd.,BSE only,BSE Equity,,XT,Active
234,INE211D01027,Y,,538952,ALFL,Abhinav Leasing & Finance Limited,BSE only,BSE Equity,,X,Active
235,INE782D01027,Y,,505216,ALFREDHE,Alfred Herbert (India) Ltd.,BSE only,BSE Equity,,X,Active
236,INE598D01035,Y,ALGOQUANT,505725,ALGOQUANT,Algoquant Fintech Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
237,INE062D01024,Y,ALICON,531147,ALICON,Alicon Castalloy Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
238,INE03Q201024,Y,ALIVUS,543322,ALIVUS,Alivus Life Sciences Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
239,INE773I01017,Y,ALKALI,533029,ALKALI,Alkali Metals Limited,NSE+BSE,NSE Mainboard,BE,T,Active
240,INE540L01014,Y,ALKEM,539523,ALKEM,Alkem Laboratories Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
241,INE0KA601012,Y,,543453,ALKOSIGN,ALKOSIGN LIMITED,BSE only,BSE Equity,,M,Active
242,INE150B01039,Y,ALKYLAMINE,506767,ALKYLAMINE,Alkyl Amines Chemicals Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
243,INE418H01029,Y,ALLCARGO,532749,ALLCARGO,Allcargo Logistics Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
244,INE835G01018,Y,ALLDIGI,532633,ALLDIGI,Alldigi Tech Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
245,INE0M2X01012,Y,ALLETEC,,,All E Technologies Limited,NSE only,NSE SME (Emerge),ST,,
246,INE0GV601021,Y,ALLTIME,544479,ALLTIME,All Time Plastics Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
247,INE326B01035,Y,ALMONDZ,531400,ALMONDZ,Almondz Global Securities Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
248,INE07I701011,Y,,506120,ALNATRD,Alna Trading & Exports Ltd.,BSE only,BSE Equity,,P,Active
249,INE270A01029,Y,ALOKINDS,521070,ALOKINDS,Alok Industries Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
250,INE385I01010,Y,ALPA,532878,ALPA,Alpa Laboratories Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
251,INE0R4701017,Y,ALPEXSOLAR,,,Alpex Solar Limited,NSE only,NSE SME (Emerge),SM,,
252,INE137C01018,Y,ALPHAGEO,526397,ALPHAGEO,Alphageo (India) Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
253,INE0NZF01019,Y,,543937,ALPHAIND,ALPHALOGIC INDUSTRIES LIMITED,BSE only,BSE Equity,,M,Active
254,INE08E401029,Y,,542770,ALPHALOGIC,Alphalogic Techsys Limited,BSE only,BSE Equity,,B,Active
255,INE840D01015,Y,,526519,ALPINEHOU,Alpine Housing Development Corporat,BSE only,BSE Equity,,XT,Active
256,INE1JCQ01037,Y,ALPINETEX,544825,ALPINETEX,Alpine Texworld Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
257,INE030P01017,Y,,535916,ALSL,Alacrity Securities Limited,BSE only,BSE Equity,,B,Active
258,INE058F01019,Y,,524634,ALUFLUOR,Alufluoride  Ltd.,BSE only,BSE Equity,,X,Active
259,INE0STM01017,Y,ALUWIND,,,ALUWIND INFRA-TECH LIMITED,NSE only,NSE SME (Emerge),SM,,
260,INE121R01077,Y,AMAGI,544679,AMAGI,Amagi Media Labs Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
261,INE841D01013,Y,,506597,AMAL,Amal Ltd,BSE only,BSE Equity,,X,Active
262,INE0G1V01016,Y,,543804,AMANAYA,AMANAYA VENTURES LIMITED,BSE only,BSE Equity,,M,Active
263,INE084K01015,Y,AMANTA,544502,AMANTA,Amanta Healthcare Limited,NSE+BSE,NSE Mainboard,BE,T,Active
264,INE484D01012,Y,,521097,AMARJOTHI,Amarjothi Spinning Mills Ltd,BSE only,BSE Equity,,X,Active
265,INE985Q01010,Y,,538863,AMARNATH,SRI AMARNATH FINANCE LIMITED,BSE only,BSE Equity,,X,Active
266,INE745P01010,Y,,538465,AMARSEC,Amarnath Securities Ltd.,BSE only,BSE Equity,,X,Active
267,INE293601014,Y,AMBAAUTO,,,Amba Auto Sales and Services Limited,NSE only,NSE SME (Emerge),SM,,
268,INE432A01017,Y,AMBALALSA,500009,AMBALALSA,Ambalal Sarabhai Enterprises Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
269,INE00C501018,Y,AMBANIORGO,,,AMBANI ORGOCHEM LIMITED,NSE only,NSE SME (Emerge),SM,,
270,INE072V01017,Y,,519471,AMBARPIL,Ambar Protein Industries Limited,BSE only,BSE Equity,,X,Active
271,INE371P01015,Y,AMBER,540902,AMBER,Amber Enterprises India Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
272,INE792B01012,Y,AMBICAAGAR,532335,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
273,INE540G01014,Y,AMBIKCO,531978,AMBIKCO,Ambika Cotton Mills Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
274,INE267C01013,Y,,526439,AMBIT,Ambitious Plastomac Ltd.,BSE only,BSE Equity,,X,Active
275,INE0N6V01016,Y,,543678,AMBOAGRI,AMBO AGRITEC LIMITED,BSE only,BSE Equity,,M,Active
276,INE079A01024,Y,AMBUJACEM,500425,AMBUJACEM,Ambuja Cements Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
277,INE0VG001016,Y,AMCL,,,ANB Metal Cast Limited,NSE only,NSE SME (Emerge),SM,,
278,INE924B01011,Y,,530133,AMCOIND,Amco India Ltd.,BSE only,BSE Equity,,X,Active
279,INE005I01014,Y,AMDIND,532828,AMDIND,AMD Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
280,INE14QA01016,Y,,544555,AMEENJI,AMEENJI RUBBER LIMITED,BSE only,BSE Equity,,M,Active
281,INE673C01020,Y,,531681,AMERISE,AMERISE BIOSCIENCES LIMITED,BSE only,BSE Equity,,XT,Active
282,INE0KT901015,Y,AMEYA,,,Ameya Precision Engineers Limited,NSE only,NSE SME (Emerge),SM,,
283,INE991A01020,Y,,513117,AMFORG,Amforge Industries Ltd.,BSE only,BSE Equity,,X,Active
284,INE0MTP01013,Y,AMIABLE,,,Amiable Logistics (India) Limited,NSE only,NSE SME (Emerge),SM,,
285,INE0P9J01013,Y,,544037,AMIC,Amic Forging Limited,BSE only,BSE Equity,,M,Active
286,INE572Z01017,Y,,541771,AMINTAN,AMIN TANNERY LIMITED,BSE only,BSE Equity,,X,Active
287,INE137E01014,Y,,531557,AMITSEC,Amit Securities Ltd.,BSE only,BSE Equity,,X,Active
288,INE606A01024,Y,AMJLAND,500343,AMJLAND,Amj Land Holdings Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
289,INE0QSB01016,Y,,544169,AMKAY,Amkay Products Limited,BSE only,BSE Equity,,M,Active
290,INE275D01022,Y,AMNPLST,506248,AMNPLST,Amines & Plasticizers Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
291,INE727C01024,Y,,539598,AMPL,AMPL Capital Limited,BSE only,BSE Equity,,X,Active
292,INE989J01017,Y,,535719,AMPVOLTS,AMPVOLTS LIMITED,BSE only,BSE Equity,,X,Active
293,INE735C01027,Y,,531991,AMRAAGRI,Amraworld Agrico Ltd.,BSE only,BSE Equity,,X,Active
294,INE990S01016,Y,,539265,AMRAFIN,Amrapali Fincap Limited,BSE only,BSE Equity,,MT,Active
295,INE762C01021,Y,,526241,AMRAPLIN,Amrapali Industries Ltd,BSE only,BSE Equity,,XT,Active
296,INE098F01031,Y,AMRUTANJAN,590006,AMRUTANJAN,Amrutanjan Health Care Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
297,INE345U01019,Y,,540066,AMS,AMS POLYMERS LIMITED,BSE only,BSE Equity,,XT,Active
298,INE436N01029,Y,,534612,AMTL,ADVANCE METERING TECHNOLOGY LIMITED,BSE only,BSE Equity,,X,Active
299,INE0U2L01017,Y,,544353,AMWILL,Amwill Health Care Limited,BSE only,BSE Equity,,M,Active
300,INE134R01013,Y,,501630,ANANDPROJ,Anand Projects Ltd,BSE only,BSE Equity,,XT,Active
301,INE463V01026,Y,ANANDRATHI,543415,ANANDRATHI,Anand Rathi Wealth Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
302,INE242C01024,Y,ANANTRAJ,515055,ANANTRAJ,Anant Raj Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
303,INE1J5V01013,Y,ANAWIL,,,Anawil Wire and Engineering Limited,NSE only,NSE SME (Emerge),ST,,
304,INE435A01051,Y,ANDHRAPAP,502330,ANDHRAPAP,ANDHRA PAPER LIMITED,NSE+BSE,NSE Mainboard,EQ,B,Active
305,INE714B01016,Y,,500012,ANDHRAPET,Andhra Petrochemicals Ltd.,BSE only,BSE Equity,,X,Active
306,INE715B01021,Y,ANDHRSUGAR,590062,ANDHRSUGAR,The Andhra Sugars Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
307,INE449C01025,Y,,526173,ANDREWYU,Andrew Yule & Company Ltd,BSE only,BSE Equity,,B,Active
308,INE236W01016,Y,,540694,ANG,ANG Lifesciences India Limited,BSE only,BSE Equity,,T,Active
309,INE339Z01011,Y,,541006,ANGEL,Angel Fibers Limited,BSE only,BSE Equity,,M,Active
310,INE732I01021,Y,ANGELONE,543235,ANGELONE,Angel One Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
311,INE087B01017,Y,ANIKINDS,519383,ANIKINDS,Anik Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
312,INE161F01011,Y,,530705,ANIRIT,ANIRIT VENTURES LIMITED,BSE only,BSE Equity,,XT,Active
313,IN9161F01019,Y,,890231,ANIRITPP,ANIRIT VENTURES LIMITED,BSE only,BSE Equity,,XT,Active
314,INE364D01032,Y,,531223,ANJANI,Anjani Synthetics Limited,BSE only,BSE Equity,,X,Active
315,INE283D01018,Y,,531878,ANJANIFIN,Anjani Finance Ltd,BSE only,BSE Equity,,X,Active
316,INE096I01021,Y,,511153,ANJANIFOODS,Anjani Foods Limited,BSE only,BSE Equity,,XT,Active
317,INE067C01025,Y,,531673,ANKIN,Anka India Ltd.,BSE only,BSE Equity,,X,Active
318,INE106I01010,Y,ANKITMETAL,532870,ANKITMETAL,Ankit Metal & Power Limited,NSE+BSE,NSE Mainboard,BZ,Z,Active
319,INE1KVQ01019,Y,,544694,ANL,Accretion Nutraveda Limited,BSE only,BSE Equity,,MT,Active
320,INE0LR101013,Y,ANLON,,,Anlon Technology Solutions Limited,NSE only,NSE SME (Emerge),SM,,
321,INE02AR01019,Y,ANMOL,542437,ANMOL,Anmol India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
322,INE336D01014,Y,,530799,ANNAINFRA,Anna Infrastructures Ltd,BSE only,BSE Equity,,X,Active
323,INE0MGM01017,Y,ANNAPURNA,,,Annapurna Swadisht Limited,NSE only,NSE Mainboard,EQ,,
324,INE0VTV01012,Y,ANONDITA,,,Anondita Medicare Limited,NSE only,NSE SME (Emerge),SM,,
325,INE436A01026,Y,ANSALAPI,500013,ANSALAPI,Ansal Properties & Infrastructure Limited,NSE+BSE,NSE Mainboard,BZ,Z,Active
326,INE030C01015,Y,,523007,ANSALBU,Ansal Buildwell Ltd.,BSE only,BSE Equity,,X,Active
327,INE880B01015,Y,,507828,ANSALHSG,ANSAL HOUSING LIMITED,BSE only,BSE Equity,,X,Active
328,INE234J01018,Y,,531406,ANSINDUS,ANS Limited,BSE only,BSE Equity,,X,Active
329,INE825M01017,Y,,501270,ANTARIKSH,ANTARIKSH INDUSTRIES LIMITED,BSE only,BSE Equity,,XT,Active
330,INE818A01017,Y,ANTELOPUS,530075,ANTELOPUS,Antelopus Selan Energy Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
331,INE414B01021,Y,ANTGRAPHIC,,,Antarctica Limited,NSE only,NSE Mainboard,EQ,,
332,INE0CZ201020,Y,ANTHEM,544449,ANTHEM,Anthem Biosciences Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
333,INE1O7201010,Y,,544800,ANUBHAV,ANUBHAV PLAST LIMITED,BSE only,BSE Equity,,M,Active
334,INE489G01022,Y,ANUHPHR,506260,ANUHPHR,Anuh Pharma Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
335,INE294Z01018,Y,ANUP,542460,ANUP,The Anup Engineering Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
336,INE069B01023,Y,,530109,ANUPAM,ANUPAM FINSERV LIMITED,BSE only,BSE Equity,,X,Active
337,INE930P01018,Y,ANURAS,543275,ANURAS,Anupam Rasayan India Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
338,INE490Z01012,Y,,542865,ANUROOP,Anuroop Packaging Limited,BSE only,BSE Equity,,B,Active
339,INE075K01013,Y,,538539,ANVRDHI,ANNVRRIDHHI VENTURES LIMITED,BSE only,BSE Equity,,X,Active
340,INE0SI601032,Y,ANYA,,,Anya Polytech & Fertilizers Limited,NSE only,NSE SME (Emerge),SM,,
341,INE372A01015,Y,APARINDS,532259,APARINDS,Apar Industries Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
342,INE071F01012,Y,APCL,518091,APCL,Anjani Portland Cement Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
343,INE116A01032,Y,APCOTEXIND,523694,APCOTEXIND,Apcotex Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
344,INE346W01013,Y,APEX,540692,APEX,Apex Frozen Foods Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
345,INE0T4V01015,Y,APEXECO,,,Apex Ecotech Limited,NSE only,NSE SME (Emerge),ST,,
346,INE070K01014,Y,,506166,APIS,Apis India Ltd,BSE only,BSE Equity,,B,Active
347,INE0SJX01015,Y,,544445,APL,ASSTON PHARMACEUTICALS LIMITED,BSE only,BSE Equity,,M,Active
348,INE273A01015,Y,,517096,APLAB,Aplab Ltd.,BSE only,BSE Equity,,XT,Active
349,IN9273A01047,Y,,890217,APLABPP,Aplab Ltd.,BSE only,BSE Equity,,XT,Active
350,INE702C01027,Y,APLAPOLLO,533758,APLAPOLLO,APL Apollo Tubes Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
351,INE901L01018,Y,APLLTD,533573,APLLTD,Alembic Pharmaceuticals Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
352,INE170D01025,Y,,523537,APMIN,APM Industries Ltd.,BSE only,BSE Equity,,X,Active
353,INE713T01028,Y,APOLLO,540879,APOLLO,Apollo Micro Systems Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
354,INE412D01013,Y,,512437,APOLLOFI,Apollo Finvest (India) Ltd.,BSE only,BSE Equity,,X,Active
355,INE437A01024,Y,APOLLOHOSP,508869,APOLLOHOSP,Apollo Hospitals Enterprise Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
356,INE314N01028,Y,,503639,APOLLOIN,Apollo Ingredients Limited,BSE only,BSE Equity,,XT,Active
357,INE126J01016,Y,APOLLOPIPE,531761,APOLLOPIPE,Apollo Pipes Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
358,INE438A01022,Y,APOLLOTYRE,500877,APOLLOTYRE,Apollo Tyres Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
359,INE451F01024,Y,APOLSINHOT,,,Apollo Sindoori Hotels Limited,NSE only,NSE Mainboard,EQ,,
360,INE217S01014,Y,,539545,APOORVA,Apoorva Leasing Finance & Investment Company Limited,BSE only,BSE Equity,,X,Active
361,INE15XJ01010,Y,,544529,APPL,Aptus Pharma Limited,BSE only,BSE Equity,,MT,Active
362,INE0LQG01010,Y,APRAMEYA,,,Aprameya Engineering Limited,NSE only,NSE SME (Emerge),SM,,
363,INE0P0001010,Y,APS,,,Australian Premium Solar (India) Limited,NSE only,NSE SME (Emerge),SM,,
364,INE1OOJ01011,Y,APSISAERO,,,Apsis Aerocom Limited,NSE only,NSE SME (Emerge),ST,,
365,INE266F01018,Y,APTECHT,532475,APTECHT,Aptech Limited,NSE+BSE,NSE Mainboard,BE,T,Active
366,INE046E01025,Y,,506979,APTPACK,Apt Packaging Ltd,BSE only,BSE Equity,,X,Active
367,INE852O01025,Y,APTUS,543335,APTUS,Aptus Value Housing Finance India Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
368,INE416A01051,Y,AQYLON,530943,AQYLON,Aqylon Nexus Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
369,INE08NJ01024,Y,ARABIAN,,,Arabian Petroleum Limited,NSE only,NSE SME (Emerge),SM,,
370,INE068C01015,Y,,512344,ARAVALIS,Aravali Securities & Finance Ltd.,BSE only,BSE Equity,,X,Active
371,INE276D01012,Y,,520121,ARCEEIN,Arcee Indusrtries ltd.,BSE only,BSE Equity,,XT,Active
372,INE202R01026,Y,,540135,ARCFIN,ARC Finance Limited,BSE only,BSE Equity,,X,Active
373,INE877I01016,Y,ARCHIDPLY,532994,ARCHIDPLY,Archidply Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
374,INE731A01020,Y,ARCHIES,532212,ARCHIES,Archies Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
375,INE078I01011,Y,,524640,ARCHITORG,Archit Organosys Limited,BSE only,BSE Equity,,XT,Active
376,INE0YDV01010,Y,ARCIIL,,,ARC Insulation & Insulators Limited,NSE only,NSE SME (Emerge),SM,,
377,INE372M01010,Y,,543993,ARCL,ARCL Organics Ltd,BSE only,BSE Equity,,X,Active
378,INE0XNF01022,Y,ARDEE,544860,ARDEE,Ardee Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
379,INE0LKP01014,Y,,504370,ARDIALL,Ardi Alliances Limited,BSE only,BSE Equity,,XT,Active
380,INE885A01032,Y,ARE&M,500008,ARE&M,Amara Raja Energy & Mobility Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
381,INE610C01014,Y,ARENTERP,526662,ARENTERP,Rajdarshan Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
382,INE480H01011,Y,,526851,AREXMIS,Arex Industries Ltd.,BSE only,BSE Equity,,X,Active
383,INE784R01023,Y,ARFIN,539151,ARFIN,Arfin India Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
384,INE0L2Y01011,Y,ARHAM,,,Arham Technologies Limited,NSE only,NSE SME (Emerge),SM,,
385,INE298I01015,Y,ARIES,532935,ARIES,Aries Agro Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
386,INE021N01011,Y,,530267,ARIGATO,ARIGATO UNIVERSE LIMITED,BSE only,BSE Equity,,X,Active
387,INE413D01011,Y,ARIHANT,531381,ARIHANT,Arihant Foundations & Housing Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
388,INE0NCC01015,Y,ARIHANTACA,,,Arihant Academy Limited,NSE only,NSE SME (Emerge),SM,,
389,INE420B01036,Y,ARIHANTCAP,511605,ARIHANTCAP,Arihant Capital Markets Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
390,INE643K01018,Y,ARIHANTSUP,506194,ARIHANTSUP,Arihant Superstructures Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
391,INE0H9P01028,Y,ARIS,544419,ARIS,Arisinfra Solutions Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
392,INE190D01015,Y,,531017,ARISE,Arihants Securities ltd.,BSE only,BSE Equity,,X,Active
393,INE082101010,Y,ARISTO,,,Aristo Bio-Tech And Lifescience Limited,NSE only,NSE SME (Emerge),SM,,
394,INE1D8001016,Y,,544683,ARITAS,Aritas Vinyl Limited,BSE only,BSE Equity,,MT,Active
395,INE0QRL01017,Y,ARKADE,544261,ARKADE,Arkade Developers Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
396,INE02GA01012,Y,,542721,ARL,Anand Rayons Limited,BSE only,BSE Equity,,B,Active
397,INE510P01018,Y,,538556,ARMAN,Arman Holdings Limited,BSE only,BSE Equity,,X,Active
398,INE109C01017,Y,ARMANFIN,531179,ARMANFIN,Arman Financial Services Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
399,INE0TZX01019,Y,ARMOUR,,,Armour Security (India) Limited,NSE only,NSE SME (Emerge),ST,,
400,INE185K01036,Y,,537069,ARNOLD,Arnold Holdings Ltd,BSE only,BSE Equity,,X,Active
401,INE210C01013,Y,AROGRANITE,513729,AROGRANITE,Aro Granite Industries Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
402,INE570D01018,Y,ARROWGREEN,516064,ARROWGREEN,Arrow Greentech Limited,NSE+BSE,NSE Mainboard,BE,T,Active
403,INE0PP401015,Y,,544025,ARROWHEAD,Arrowhead Seperation Engineering Limited,BSE only,BSE Equity,,M,Active
404,INE968D01022,Y,ARSHIYA,506074,ARSHIYA,Arshiya Limited,NSE+BSE,NSE Mainboard,BZ,Z,Active
405,INE549H01021,Y,ARSSBL,544530,ARSSBL,Anand Rathi Share and Stock Brokers Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
406,INE885B01014,Y,,531297,ARTEFACT,Artefact Projects Ltd,BSE only,BSE Equity,,X,Active
407,INE0D9X01018,Y,,543286,ARTEMISADR,Artemis ADR Marketplace Limited,BSE only,BSE Equity,,MT,Active
408,INE025R01021,Y,ARTEMISMED,542919,ARTEMISMED,Artemis Medicare Services Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
409,INE738V01013,Y,ARTNIRMAN,,,Art Nirman Limited,NSE only,NSE Mainboard,EQ,,
410,INE133D01023,Y,,522134,ARTSON,ARTSON LIMITED,BSE only,BSE Equity,,X,Active
411,INE957C01019,Y,,500016,ARUNAHTEL,Aruna Hotels Ltd.,BSE only,BSE Equity,,X,Active
412,INE0TTG01017,Y,ARUNAYA,,,Arunaya Organics Limited,NSE only,NSE SME (Emerge),ST,,
413,INE491D01017,Y,,524723,ARVAYA,Arvaya Healthcare Limited,BSE only,BSE Equity,,XT,Active
414,INE006Z01016,Y,ARVEE,,,Arvee Laboratories (India) Limited,NSE only,NSE Mainboard,EQ,,
415,INE034A01011,Y,ARVIND,500101,ARVIND,Arvind Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
416,INE955V01021,Y,ARVINDFASN,542484,ARVINDFASN,Arvind Fashions Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
417,INE0P4T01013,Y,ARVINDPORT,,,ARVIND PORT AND INFRA LIMITED,NSE only,NSE SME (Emerge),SM,,
418,INE034S01021,Y,ARVSMART,539301,ARVSMART,Arvind SmartSpaces Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
419,INE229R01011,Y,,538716,ARYACAPM,Aryaman Capital Markets Limited,BSE only,BSE Equity,,B,Active
420,INE032E01017,Y,,530245,ARYAMAN,Aryaman Financial Services Ltd.,BSE only,BSE Equity,,X,Active
421,INE016X01010,Y,,542176,ARYAN,Aryan Share & Stock Brokers Ltd.,BSE only,BSE Equity,,X,Active
422,INE439A01020,Y,ASAHIINDIA,515030,ASAHIINDIA,Asahi India Glass Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
423,INE228I01012,Y,ASAHISONG,532853,ASAHISONG,Asahi Songwon Colors Limited,NSE+BSE,NSE Mainboard,BE,T,Active
424,INE900C01027,Y,ASAL,520119,ASAL,Automotive Stampings and Assemblies Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
425,INE073G01016,Y,ASALCBR,507526,ASALCBR,Associated Alcohols & Breweries Ltd.,NSE+BSE,NSE Mainboard,EQ,B,Active
426,INE0DN001027,Y,,543943,ASARFI,ASARFI HOSPITAL LIMITED,BSE only,BSE Equity,,M,Active
427,INE0E4I01027,Y,,543443,ASCENSIVE,Ascensive Educare Limited,BSE only,BSE Equity,,MS,Active
428,INE08KD01015,Y,ASCOM,,,Ascom Leasing & Investments Limited,NSE only,NSE SME (Emerge),ST,,
429,INE767M01029,Y,,512025,ASGARD,ASGARD ALCOBEV LIMITED,BSE only,BSE Equity,,X,Active
430,INE709D01012,Y,,519174,ASHAI,Ashiana Agro Industries Ltd,BSE only,BSE Equity,,XT,Active
431,INE0LAA01017,Y,ASHALOG,,,Ashapura Logistics Limited,NSE only,NSE SME (Emerge),SM,,
432,INE348A01023,Y,ASHAPURMIN,527001,ASHAPURMIN,Ashapura Minechem Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
433,INE894A01026,Y,,512247,ASHCAP,Ashirwad Capital Ltd.,BSE only,BSE Equity,,X,Active
434,INE365D01021,Y,ASHIANA,523716,ASHIANA,Ashiana Housing Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
435,INE094B01013,Y,ASHIKAG,543766,ASHIKAG,Ashika Global Securities Limited,NSE+BSE,NSE Mainboard,BE,T,Active
436,INE440A01010,Y,ASHIMASYN,514286,ASHIMASYN,Ashima Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
437,INE831C01016,Y,,530429,ASHISHPO,Ashish Polyplast Ltd.,BSE only,BSE Equity,,X,Active
438,INE694W01024,Y,,541702,ASHNI,Ashnisha Industries Limited,BSE only,BSE Equity,,XT,Active
439,INE372I01018,Y,,507872,ASHNOOR,Ashnoor Textiles Mills Ltd.,BSE only,BSE Equity,,X,Active
440,INE442H01029,Y,ASHOKA,533271,ASHOKA,Ashoka Buildcon Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
441,INE760Y01011,Y,ASHOKAMET,540923,ASHOKAMET,Ashoka Metcast Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
442,INE208A01029,Y,ASHOKLEY,500477,ASHOKLEY,Ashok Leyland Limited,NSE+BSE,NSE Mainboard,EQ,A,Active
443,INE293C01019,Y,,526187,ASHRAM,Ashram Online.com Ltd,BSE only,BSE Equity,,X,Active
444,INE338C01012,Y,,526847,ASHSI,Ashirwad Steels & Industries  Ltd.,BSE only,BSE Equity,,X,Active
445,INE723K01018,Y,,531568,ASHUTPM,Ashutosh Paper Mills Ltd.,BSE only,BSE Equity,,X,Active
446,INE1A6Q01010,Y,ASHWINI,,,Ashwini Container Movers Limited,NSE only,NSE SME (Emerge),SM,,
447,INE131Q01011,Y,,538777,ASIACAP,ASIA CAPITAL LIMITED,BSE only,BSE Equity,,XT,Active
448,INE04Z101016,Y,,543927,ASIAN,Asian Warehousing Limited,BSE only,BSE Equity,,X,Active
449,INE276G01015,Y,ASIANENE,530355,ASIANENE,Asian Energy Services Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
450,INE363A01022,Y,ASIANHOTNR,500023,ASIANHOTNR,Asian Hotels (North) Limited,NSE+BSE,NSE Mainboard,EQ,B,Active
